# f (kHz)	Vout+	Vout- (V)
3.55134		4.88	-4.88
7.7566		4.88	-4.88
20.8763		4.88	-4.88
55.194		4.72	-4.72
150.144		4.08	-4.08
379.15		2.44	-2.44
1028.13		1.00	-1.04
1.18935		4.80	-4.88
.45811		4.80	-4.88
.17785		4.80	-4.88
#.05959		4.80	-4.80
#.02699		4.72	-4.72
#.010772	4.08	-4.08
511.4		1.90	-1.92
647.29		1.56	-1.58
736.61		1.38	-1.4
868.42		1.16	-1.2
466.62		2.12	-2.12
269.1		3.12	-3.16
.04845		5.44	-4.32
.02051		5.36	-4.32
.01602		5.36	-4.32
.000213		5.36	-4.32
