Record Length,2500,Points,-387.99999E-6,-1.2000,
Sample Interval,400.00000E-9,s,-387.59998E-6,-1.2000,
Trigger Point,969.999953,Samples,-387.19998E-6,-1.2000,
,,,-386.79998E-6,-1.2000,
,,,-386.39997E-6,-1.2000,
,,,-386.00000E-6,-1.2000,
Source,CH1,,-385.60000E-6,-1.2000,
Vertical Units,Volts,,-385.19999E-6,-1.2000,
Vertical Scale,5.00000,,-384.79999E-6,-1.2000,
Vertical Offset,0,,-384.39999E-6,-1.2000,
Horizontal Units,s,,-383.99998E-6,-1.2000,
Horizontal Scale,100.0000E-6,,-383.59998E-6,-1.2000,
Pt Fmt,Y,,-383.19998E-6,-1.2000,
Yzero,0.0,,-382.79998E-6,-1.2000,
Probe Atten,1.000,,-382.39997E-6,-1.2000,
,,,-382.00000E-6,-1.2000,
Note,TDS 1012B - 15:37:25   14/11/2016,,-381.60000E-6,-1.2000,
,,,-381.19999E-6,-1.2000,
,,,-380.79999E-6,-1.2000,
,,,-380.39999E-6,-1.2000,
,,,-379.99998E-6,-1.2000,
,,,-379.59998E-6,-1.2000,
,,,-379.19998E-6,-1.2000,
,,,-378.79997E-6,-1.2000,
,,,-378.40000E-6,-1.2000,
,,,-378.00000E-6,-1.2000,
,,,-377.59999E-6,-1.2000,
,,,-377.19999E-6,-1.2000,
,,,-376.79999E-6,-1.2000,
,,,-376.39998E-6,-1.2000,
,,,-375.99998E-6,-1.2000,
,,,-375.59998E-6,-1.2000,
,,,-375.19998E-6,-1.2000,
,,,-374.79997E-6,-1.2000,
,,,-374.40000E-6,-1.2000,
,,,-374.00000E-6,-1.2000,
,,,-373.59999E-6,-1.2000,
,,,-373.19999E-6,-1.2000,
,,,-372.79999E-6,-1.2000,
,,,-372.39998E-6,-1.2000,
,,,-371.99998E-6,-1.2000,
,,,-371.59998E-6,-1.2000,
,,,-371.19997E-6,-1.2000,
,,,-370.79997E-6,-1.2000,
,,,-370.40000E-6,-1.2000,
,,,-369.99999E-6,-1.000,
,,,-369.59999E-6,-1.2000,
,,,-369.19999E-6,-1.2000,
,,,-368.79999E-6,-1.2000,
,,,-368.39998E-6,-1.2000,
,,,-367.99998E-6,-1.2000,
,,,-367.59998E-6,-1.000,
,,,-367.19997E-6,-1.000,
,,,-366.80000E-6,-1.2000,
,,,-366.40000E-6,-1.000,
,,,-365.99999E-6,-1.000,
,,,-365.59999E-6,-1.2000,
,,,-365.19999E-6,-1.000,
,,,-364.79998E-6,-1.2000,
,,,-364.39998E-6,-1.2000,
,,,-363.99998E-6,-1.2000,
,,,-363.59997E-6,-1.000,
,,,-363.19997E-6,-1.000,
,,,-362.80000E-6,-1.000,
,,,-362.39999E-6,-1.000,
,,,-361.99999E-6,-1.000,
,,,-361.59999E-6,-1.000,
,,,-361.19999E-6,-1.000,
,,,-360.79998E-6,-1.000,
,,,-360.39998E-6,-1.000,
,,,-359.99998E-6,-1.000,
,,,-359.59997E-6,-1.000,
,,,-359.20000E-6,-1.000,
,,,-358.80000E-6,-1.000,
,,,-358.39999E-6,-1.000,
,,,-357.99999E-6,-1.000,
,,,-357.59999E-6,-1.000,
,,,-357.19998E-6,-1.000,
,,,-356.79998E-6,-1.000,
,,,-356.39998E-6,-1.000,
,,,-355.99997E-6,-1.000,
,,,-355.59997E-6,-1.000,
,,,-355.20000E-6,-1.000,
,,,-354.79999E-6,-1.000,
,,,-354.39999E-6,-1.000,
,,,-353.99999E-6,-1.000,
,,,-353.59999E-6,-1.000,
,,,-353.19998E-6,-1.000,
,,,-352.79998E-6,-1.000,
,,,-352.39998E-6,-1.000,
,,,-351.99997E-6,-1.000,
,,,-351.60000E-6,-1.000,
