Record Length,2500,Points,-1.2450E-3,148.0000E-3,,Record Length,2500,Points,-1.2450E-3,-124.0000E-3,
Sample Interval,1.000E-6,s,-1.2440E-3,148.0000E-3,,Sample Interval,1.000E-6,s,-1.2440E-3,-124.0000E-3,
Trigger Point,1.2450E3,Samples,-1.2430E-3,144.0000E-3,,Trigger Point,1.2450E3,Samples,-1.2430E-3,-120.0000E-3,
,,,-1.2420E-3,144.0000E-3,,,,,-1.2420E-3,-120.0000E-3,
,,,-1.2410E-3,144.0000E-3,,,,,-1.2410E-3,-116.0000E-3,
,,,-1.2400E-3,140.0000E-3,,,,,-1.2400E-3,-116.0000E-3,
Source,CH1,,-1.2390E-3,140.0000E-3,,Source,CH2,,-1.2390E-3,-116.0000E-3,
Vertical Units,Volts,,-1.2380E-3,140.0000E-3,,Vertical Units,Volts,,-1.2380E-3,-112.0000E-3,
Vertical Scale,100.0000E-3,,-1.2370E-3,140.0000E-3,,Vertical Scale,100.0000E-3,,-1.2370E-3,-108.0000E-3,
Vertical Offset,0,,-1.2360E-3,136.0000E-3,,Vertical Offset,0,,-1.2360E-3,-108.0000E-3,
Horizontal Units,s,,-1.2350E-3,136.0000E-3,,Horizontal Units,s,,-1.2350E-3,-108.0000E-3,
Horizontal Scale,250.00000E-6,,-1.2340E-3,132.0000E-3,,Horizontal Scale,250.00000E-6,,-1.2340E-3,-104.0000E-3,
Pt Fmt,Y,,-1.2330E-3,132.0000E-3,,Pt Fmt,Y,,-1.2330E-3,-104.0000E-3,
Yzero,0.0,,-1.2320E-3,128.0000E-3,,Yzero,0.0,,-1.2320E-3,-100.0000E-3,
Probe Atten,1.000,,-1.2310E-3,128.0000E-3,,Probe Atten,1.000,,-1.2310E-3,-100.0000E-3,
,,,-1.2300E-3,124.0000E-3,,,,,-1.2300E-3,-96.000001E-3,
Note,TDS 1012B - 16:13:09   28/11/2016,,-1.2290E-3,120.0000E-3,,Note,TDS 1012B - 16:13:09   28/11/2016,,-1.2290E-3,-96.000001E-3,
,,,-1.2280E-3,120.0000E-3,,,,,-1.2280E-3,-92.000008E-3,
,,,-1.2270E-3,120.0000E-3,,,,,-1.2270E-3,-88.000007E-3,
,,,-1.2260E-3,116.0000E-3,,,,,-1.2260E-3,-88.000007E-3,
,,,-1.2250E-3,112.0000E-3,,,,,-1.2250E-3,-84.000006E-3,
,,,-1.2240E-3,112.0000E-3,,,,,-1.2240E-3,-80.000006E-3,
,,,-1.2230E-3,112.0000E-3,,,,,-1.2230E-3,-80.000006E-3,
,,,-1.2220E-3,108.0000E-3,,,,,-1.2220E-3,-76.000005E-3,
,,,-1.2210E-3,108.0000E-3,,,,,-1.2210E-3,-76.000005E-3,
,,,-1.2200E-3,104.0000E-3,,,,,-1.2200E-3,-76.000005E-3,
,,,-1.2190E-3,104.0000E-3,,,,,-1.2190E-3,-72.000004E-3,
,,,-1.2180E-3,100.0000E-3,,,,,-1.2180E-3,-72.000004E-3,
,,,-1.2170E-3,100.0000E-3,,,,,-1.2170E-3,-68.000004E-3,
,,,-1.2160E-3,96.000001E-3,,,,,-1.2160E-3,-68.000004E-3,
,,,-1.2150E-3,92.000008E-3,,,,,-1.2150E-3,-64.000003E-3,
,,,-1.2140E-3,92.000008E-3,,,,,-1.2140E-3,-64.000003E-3,
,,,-1.2130E-3,92.000008E-3,,,,,-1.2130E-3,-60.000002E-3,
,,,-1.2120E-3,88.000007E-3,,,,,-1.2120E-3,-60.000002E-3,
,,,-1.2110E-3,88.000007E-3,,,,,-1.2110E-3,-56.000002E-3,
,,,-1.2100E-3,84.000006E-3,,,,,-1.2100E-3,-56.000002E-3,
,,,-1.2090E-3,84.000006E-3,,,,,-1.2090E-3,-56.000002E-3,
,,,-1.2080E-3,80.000006E-3,,,,,-1.2080E-3,-52.00000E-3,
,,,-1.2070E-3,80.000006E-3,,,,,-1.2070E-3,-48.00000E-3,
,,,-1.2060E-3,76.000005E-3,,,,,-1.2060E-3,-48.00000E-3,
,,,-1.2050E-3,72.000004E-3,,,,,-1.2050E-3,-44.00000E-3,
,,,-1.2040E-3,72.000004E-3,,,,,-1.2040E-3,-40.00000E-3,
,,,-1.2030E-3,68.000004E-3,,,,,-1.2030E-3,-40.00000E-3,
,,,-1.2020E-3,68.000004E-3,,,,,-1.2020E-3,-40.00000E-3,
,,,-1.2010E-3,64.000003E-3,,,,,-1.2010E-3,-36.00000E-3,
,,,-1.2000E-3,64.000003E-3,,,,,-1.2000E-3,-36.00000E-3,
,,,-1.1990E-3,64.000003E-3,,,,,-1.1990E-3,-32.00000E-3,
,,,-1.1980E-3,60.000002E-3,,,,,-1.1980E-3,-32.00000E-3,
,,,-1.1970E-3,60.000002E-3,,,,,-1.1970E-3,-28.00000E-3,
,,,-1.1960E-3,56.000002E-3,,,,,-1.1960E-3,-24.00000E-3,
,,,-1.1950E-3,52.00000E-3,,,,,-1.1950E-3,-24.00000E-3,
,,,-1.1940E-3,52.00000E-3,,,,,-1.1940E-3,-20.0000E-3,
,,,-1.1930E-3,48.00000E-3,,,,,-1.1930E-3,-20.0000E-3,
,,,-1.1920E-3,48.00000E-3,,,,,-1.1920E-3,-16.0000E-3,
,,,-1.1910E-3,44.00000E-3,,,,,-1.1910E-3,-16.0000E-3,
,,,-1.1900E-3,44.00000E-3,,,,,-1.1900E-3,-12.0000E-3,
,,,-1.1890E-3,40.00000E-3,,,,,-1.1890E-3,-12.0000E-3,
,,,-1.1880E-3,40.00000E-3,,,,,-1.1880E-3,-8.000000E-3,
