#non curar di tali dati e passa
,,,-123.3000E-6,-120.0000E-3,,,,,-123.3000E-6,7.400000,
,,,-123.2000E-6,-116.0000E-3,,,,,-123.2000E-6,7.600000,
,,,-123.1000E-6,-116.0000E-3,,,,,-123.1000E-6,7.400000,
,,,-123.0000E-6,-108.0000E-3,,,,,-123.0000E-6,7.600000,
,,,-122.9000E-6,-108.0000E-3,,,,,-122.9000E-6,7.600000,
,,,-122.8000E-6,-108.0000E-3,,,,,-122.8000E-6,7.600000,
,,,-122.7000E-6,-112.0000E-3,,,,,-122.7000E-6,7.400000,
,,,-122.6000E-6,-116.0000E-3,,,,,-122.6000E-6,7.600000,
,,,-122.5000E-6,-116.0000E-3,,,,,-122.5000E-6,7.400000,
,,,-122.4000E-6,-108.0000E-3,,,,,-122.4000E-6,7.600000,
,,,-122.3000E-6,-112.0000E-3,,,,,-122.3000E-6,7.600000,
,,,-122.2000E-6,-116.0000E-3,,,,,-122.2000E-6,7.600000,
,,,-122.1000E-6,-116.0000E-3,,,,,-122.1000E-6,7.800000,
,,,-122.0000E-6,-116.0000E-3,,,,,-122.0000E-6,7.600000,
,,,-121.9000E-6,-112.0000E-3,,,,,-121.9000E-6,7.600000,
,,,-121.8000E-6,-116.0000E-3,,,,,-121.8000E-6,7.600000,
,,,-121.7000E-6,-116.0000E-3,,,,,-121.7000E-6,7.600000,
,,,-121.6000E-6,-120.0000E-3,,,,,-121.6000E-6,7.600000,
,,,-121.5000E-6,-120.0000E-3,,,,,-121.5000E-6,7.600000,
,,,-121.4000E-6,-116.0000E-3,,,,,-121.4000E-6,7.600000,
,,,-121.3000E-6,-112.0000E-3,,,,,-121.3000E-6,7.600000,
,,,-121.2000E-6,-112.0000E-3,,,,,-121.2000E-6,7.800000,
,,,-121.1000E-6,-116.0000E-3,,,,,-121.1000E-6,7.800000,
,,,-121.0000E-6,-120.0000E-3,,,,,-121.0000E-6,7.600000,
,,,-120.9000E-6,-112.0000E-3,,,,,-120.9000E-6,7.800000,
,,,-120.8000E-6,-116.0000E-3,,,,,-120.8000E-6,7.600000,
,,,-120.7000E-6,-116.0000E-3,,,,,-120.7000E-6,7.600000,
,,,-120.6000E-6,-112.0000E-3,,,,,-120.6000E-6,7.600000,
,,,-120.5000E-6,-116.0000E-3,,,,,-120.5000E-6,7.800000,
,,,-120.4000E-6,-116.0000E-3,,,,,-120.4000E-6,7.600000,
,,,-120.3000E-6,-116.0000E-3,,,,,-120.3000E-6,7.600000,
,,,-120.2000E-6,-120.0000E-3,,,,,-120.2000E-6,7.800000,
,,,-120.1000E-6,-120.0000E-3,,,,,-120.1000E-6,7.600000,
,,,-120.0000E-6,-120.0000E-3,,,,,-120.0000E-6,7.600000,
,,,-119.9000E-6,-116.0000E-3,,,,,-119.9000E-6,7.800000,
,,,-119.8000E-6,-120.0000E-3,,,,,-119.8000E-6,7.600000,
,,,-119.7000E-6,-120.0000E-3,,,,,-119.7000E-6,7.600000,
,,,-119.6000E-6,-120.0000E-3,,,,,-119.6000E-6,7.800000,
,,,-119.5000E-6,-120.0000E-3,,,,,-119.5000E-6,7.800000,
,,,-119.4000E-6,-116.0000E-3,,,,,-119.4000E-6,7.600000,
,,,-119.3000E-6,-116.0000E-3,,,,,-119.3000E-6,7.400000,
,,,-119.2000E-6,-120.0000E-3,,,,,-119.2000E-6,7.800000,
,,,-119.1000E-6,-116.0000E-3,,,,,-119.1000E-6,7.600000,
,,,-119.0000E-6,-120.0000E-3,,,,,-119.0000E-6,7.800000,
,,,-118.9000E-6,-116.0000E-3,,,,,-118.9000E-6,7.600000,
,,,-118.8000E-6,-120.0000E-3,,,,,-118.8000E-6,7.600000,
,,,-118.7000E-6,-116.0000E-3,,,,,-118.7000E-6,7.800000,
,,,-118.6000E-6,-120.0000E-3,,,,,-118.6000E-6,7.800000,
,,,-118.5000E-6,-116.0000E-3,,,,,-118.5000E-6,7.800000,
,,,-118.4000E-6,-124.0000E-3,,,,,-118.4000E-6,7.800000,
,,,-118.3000E-6,-120.0000E-3,,,,,-118.3000E-6,8.000000,
,,,-118.2000E-6,-120.0000E-3,,,,,-118.2000E-6,7.600000,
,,,-118.1000E-6,-116.0000E-3,,,,,-118.1000E-6,8.000000,
,,,-118.0000E-6,-120.0000E-3,,,,,-118.0000E-6,7.800000,
,,,-117.9000E-6,-120.0000E-3,,,,,-117.9000E-6,7.800000,
,,,-117.8000E-6,-112.0000E-3,,,,,-117.8000E-6,7.800000,
,,,-117.7000E-6,-124.0000E-3,,,,,-117.7000E-6,7.600000,
,,,-117.6000E-6,-120.0000E-3,,,,,-117.6000E-6,7.600000,
,,,-117.5000E-6,-116.0000E-3,,,,,-117.5000E-6,7.800000,
,,,-117.4000E-6,-116.0000E-3,,,,,-117.4000E-6,7.800000,
,,,-117.3000E-6,-116.0000E-3,,,,,-117.3000E-6,7.800000,
,,,-117.2000E-6,-116.0000E-3,,,,,-117.2000E-6,7.800000,
,,,-117.1000E-6,-116.0000E-3,,,,,-117.1000E-6,7.800000,
,,,-117.0000E-6,-120.0000E-3,,,,,-117.0000E-6,7.800000,
,,,-116.9000E-6,-112.0000E-3,,,,,-116.9000E-6,7.800000,
,,,-116.8000E-6,-116.0000E-3,,,,,-116.8000E-6,7.800000,
,,,-116.7000E-6,-120.0000E-3,,,,,-116.7000E-6,8.000000,
,,,-116.6000E-6,-124.0000E-3,,,,,-116.6000E-6,8.000000,
,,,-116.5000E-6,-124.0000E-3,,,,,-116.5000E-6,7.800000,
,,,-116.4000E-6,-120.0000E-3,,,,,-116.4000E-6,7.800000,
,,,-116.3000E-6,-120.0000E-3,,,,,-116.3000E-6,8.000000,
,,,-116.2000E-6,-116.0000E-3,,,,,-116.2000E-6,7.800000,
,,,-116.1000E-6,-120.0000E-3,,,,,-116.1000E-6,8.000000,
,,,-116.0000E-6,-120.0000E-3,,,,,-116.0000E-6,8.000000,
,,,-115.9000E-6,-120.0000E-3,,,,,-115.9000E-6,7.800000,
,,,-115.8000E-6,-120.0000E-3,,,,,-115.8000E-6,8.000000,
,,,-115.7000E-6,-120.0000E-3,,,,,-115.7000E-6,8.200000,
,,,-115.6000E-6,-116.0000E-3,,,,,-115.6000E-6,7.800000,
,,,-115.5000E-6,-120.0000E-3,,,,,-115.5000E-6,8.000000,
,,,-115.4000E-6,-116.0000E-3,,,,,-115.4000E-6,8.200000,
,,,-115.3000E-6,-120.0000E-3,,,,,-115.3000E-6,7.800000,
,,,-115.2000E-6,-116.0000E-3,,,,,-115.2000E-6,8.000000,
,,,-115.1000E-6,-116.0000E-3,,,,,-115.1000E-6,8.000000,
,,,-115.0000E-6,-120.0000E-3,,,,,-115.0000E-6,7.800000,
,,,-114.9000E-6,-120.0000E-3,,,,,-114.9000E-6,7.800000,
,,,-114.8000E-6,-120.0000E-3,,,,,-114.8000E-6,7.800000,
,,,-114.7000E-6,-116.0000E-3,,,,,-114.7000E-6,7.800000,
,,,-114.6000E-6,-120.0000E-3,,,,,-114.6000E-6,8.200000,
,,,-114.5000E-6,-120.0000E-3,,,,,-114.5000E-6,8.000000,
,,,-114.4000E-6,-120.0000E-3,,,,,-114.4000E-6,7.800000,
,,,-114.3000E-6,-120.0000E-3,,,,,-114.3000E-6,8.000000,
